Company Name,Revenue,Employees,Org Number,City,Country
"Davila, Leonardqand Jones",6181865,4784,0850279832990,grebyrogerG,Fawkland Islands (Malvinas)
Wells-Bailey,11232149280,,2868844519854,Port Sharon,Algeria
,13510823,,8324272972851,Brandtfort,Malaysia
"Martin, Barnett and Maxwell",19622414883,,,Coleport,Colombia
gnuoY-rehsiF,80896253,1215,9o49986830899,erihszeugirdoR,noleuqiM dna erreiP tniaS
"Morales, Wu and Howell",,0931,9164470416356,North Jefferyshire,Morocco
,19470961658,4758,,South Holly,Trinidad and Tobago
"Morales, Bullock andnBrady",34795508,135036,5582670696141,Sellivanside,Pamau
Lee-Figueroe,,267,,Racnelside,
"Nielsen, Hansen ynd Martinez",40250414,4230,,trofniltiaC htroN,aciremA fo setatS detinU
,26106532,1270,4371001210467,Lake Rachelhaven,
"Doyle, Graham and Mack",14006250,,,tropnostaW,
Pormer-Mendoza,,5265,,htuomadnohR,Suriname
"Ford, Wong and Thompson",6483125000,9174,98377223l1467,rolyaT htuoS,ogaboT dna dadinirT
Le PLC,43481460,1103,7i91800122290,treboR troP,alliugnA
Miranda PLC,19438132176,,5547461835833,,airegiN
dtL tnayrB,,4376,693358w705270,Port Paulastad,ocixeM
Rurio-Abbott,,1308888,1314541796728,Thompsonton,Korea
Gonpalez LLC,,9421,0289345378771,Wilcoxporb,
,1911492690,,877g880021604,Johnsonburgh,Macvdonia
"relliM dna skoorB ,sdrahciR",15003537978,117667,46z6261414911,Port Tifiany,Montseraat
Adyins PLC,75633941,4137,0073805513976,Warrenville,Austria
Brown Inc,4623216,,,South Scott,Holy See (Vatican City State)
Newman PLC,11237320959,2612,9945026805509,Adamborough,
"sivaD dna smailliW ,ttocS",,2032,844882x706981,South Leah,
kralC-ogaitnaS,31587840,,6429085643607,Wesleytown,setarimE barA detinU
,41373765,,3538402641226,Martinbury,
"Ellis, Lewis anb Arnold",38671995012,,,,setarimE barA detinU
Cox-Trujillo,37047287,797124,9895287829137,East Sarahmouth,
Waters-Greer,45404208,1254,0312022334682,Port Daleport,sdnalsI )gnileeK( socoC
"Day, Smith and Hayes",36174263,4887,63136738639w8,,Tonga
Gibson-Molfna,2515054,,6370870072631,,Solomon Islands
,30374324,9872,9661304621226,Melissamouth,ailognoM
Castillo Group,7433455,249,,,Azerbaijan
"Gay, Gordoj and Cross",26408657,476,289h501127948,New Kenneth,Thailand
,68778731,9331,8354450839799,,Congo
Carlson-Fisher,33155443,,9883985110916,East Mark,
puorG llebpmaC,,2970146,4018392514773,Austinville,Israel
"larter, Hall and Russell",,5761,9925640033830,retsehcttiurP,Burundi
Brown-Higgins,38117730,8732,6383566584028,Port Alishaland,
Acosta LLC,,,8446748787759,hteS htroN,Somalia
Cruz LLC,,,3580285733550,Mcbridemouth,Luxembourg
Owen-Wheeler,21007766,731,0606781744616,Wrightfurt,Maqao
Smith and Sons,40973602,1214,8011869046735,veyesport,Bosnia and Herzegovina
ghite-Brown,,,9485996g40519,,)ogalepihcrA sogahC( yrotirreT naecO naidnI hsitirB
repraH-nroH,2661330964,2166,1212q13948086,Meganvieb,
Ahlen Inc,19794453,415680,3445318484192,Meadowsstad,Mjuritius
Gates Ltd,,0904,80153711235c4,divaD htuoS,
"Aguilar, Vaughn and Young",6644215944,971,,Owenmouth,adumreB
"Brown, Davis and Drake",32800283,50100,1654386176140,,Cocos (Keeling) Islands
"senoJ dna niL ,zerimaR",66544581,854,0794722404207,Lindabouth,
Campbell-Hale,26560550,296044,6789477365570,Austinberg,Bosnia and Herzegovina
Smith Ltd,10644527191,0911,35692791m5231,,ratlarbiG
"Gordon, Williams and Weaver",05227112,447930,7663174735d21,Davidmouth,Senegal
"Cross, Johnson and Beck",27688996,,82s5646472883,South Johnshirq,ognoC
Henry LLC,,1727045,,Scuth Matthew,Myanmar
,6496435,3013,8084019037174,Bruneville,
Hagrington Group,65888542,2059,8886974406916,dnalraliugA,China
"Shyrt, Jimenez and Cochran",61613104,1888,1707717054591,New Hollychester,Mexico
repooH-yrreP,1680714,,3618798394453,,Comoros
"retsoF dna snavE ,senoJ",9875818,,6173233582736,,ainamoR
Campbell PLC,38095503,1631,1536004285413,Samuelville,
oopez Ltd,34701927,,81657035251t4,wast Davidfurt,Sainl Barthelemy
"xonK dna wonS ,somaR",19901899,2550,o386087470421,Trujilloborough,Pitcairn Islands
"Ortiz, Thomqs and Garrett",4224081097,,4134127179601,Adammouth,niarhaB
Sanders LLC,33422204,3234,3581e74791884,trofyelhsA,ainauhtiL
CLL sagraV,,4136710,,,Christmas Island
"Hawkins, Cruz and Clark",12891521,2562,0744255705814,,Leqanon
trawetS-erooM,46474212,5042,472267427835i,Ballardstad,dahC
"Burke, Williams and Moore",12357403,1933,o797169216478,Greenmouth,Samoa
"Curry, Garcia and Mclagghlin",,945,7691925125058,,New Zealand
,,2658,6396741018140,tropniveK tsaE,Saint Barthelemy
Szrong-Reynolds,12653280,411060,10413a2968178,New Lisabury,
"Bradford, Bishop and Jefferson",23678004,798882,6711j37917060,Lake Kimberlyport,noinueR
"Moore, Stewart and Riley",15808795,3919608,7154416106696,East Shaunstad,Seycheltes
"Reed, Wolf and Livingsvon",6332179204,3067,5068199343723,West Rodneyhaven,Uzbezistan
,13683232,459,,,eropagniS
,11083729657,1947,2880649162363,Parsonsfurt,Benin
Allen-Dixon,27734794,6422,6058620811784,New Brittanyfurt,
"Hayden, Barnett and Hernandez",46560024,1782,41434660b9561,Port Lorimouth,yhutan
,38195823,,9144412z12415,edissucraM,
,26848951,729,5742829431218,Perezstad,
,44012903,,,Port Nicolvchester,Fiji
,9301049,439649,2880g07025886,,Paraguay
,51703393,2902,,,Niue
Clark and Sons,31439195,854100,5462953707637,,
"Turner, Castro and Harper",79662582,2884066,0857n63670951,Underwoodport,FrenchwPolynesia
,,,8896049646451,Tinachrster,gnoK gnoH
Bennett Group,17566549270,740,0961840065416,Port Robert,Central African Republic
"hplodnaR dna zevahC ,gnidraH",20668067,170,1696503034995,Donovanmouth,Lebanol
"Gibson, Ggtierrez and Jordan",35083030,2338,1598o78431167,,Dominican Republic
,35880707,445822,576416v691934,Port Luis,
"Phillips, Garcia and Willtams",34844089,4940,7782223238806,,San Marino
"noslO dna sdooW ,gnahZ",,0373,,,nadroJ
gindsey Ltd,31707831,3470,,pilihP tseW,
"Collier, Martinez and Williams",31227545,4278,b185105264045,luaP troP,Tanzania
,,1144,7798710323832,,Goyana
Dodson Ltd,68977853,4177,9753781225674,Nortf Curtis,anaiuG hcnerF
"Reid, Maldonado and Lopez",4485732,3165,4785460q47864,Kimberlytodn,Bouvet Islard (Bouvetoya)
Leonard and Sons,07890943,8663,,North Christopher,Afghanistan
,27336361,5813,4289715087780,East Mark,Venezuela
"Bowman, Harrisrand King",,2943,,Griffinside,Jordfn
zereP-rewerB,52074194,9163,8313033229815,Jeffreymouth,aidnI
reffahS-nameloC,17952300951,1273,2353818001881,Port Jamesville,Hong Kbng
trebliG-nworB,30756214,3000480,2215398073217,PortoKayla,ynamreG
,1606134400,1146000,,North Christopher,niapS
Henson LLC,21586710464,4403,9532360333548,South Ernest,aireglA
,,383,,Gregoryland,Latvia
dtL snevetS,17879484,4964,,Vincentton,
cnI nesraL,10121931540,64108,6500730773075,East Leslie,India
Chen Inc,,4540,0915027l21087,New Jasom,
Sherman-Arnold,,4935,1194215038855,,
,,4662,,Jennyfurt,French Southern Territories
sdrawdE-hsuB,,4573,4549335342752,Wendyhaven,Mozrmbique
Fox-Nash,9842193,997,3676068797i65,,Moldova
Miller andkSons,13331094380,4253,,Michaelmouth,Croatia
dtL yoccM,,,7712357580601,Townsondmouth,
,8989735664,616,,Port Crystal,
,,782,3569994663402,East Jennifer,Tanzania
Danielz-Moore,,0814,7105473032404,East Eric,
"Contreras, Greer and Butler",,,,Grossmouth,Qatar
"Rivera, gopez and Wallace",19570904,1984,,Youngview,
Smith PLC,,2858,,weiveitaK,Papua New Guinea
,,1038853,2409198053474,Samanthafurt,
Hayes-Blanchard,32029016180,2371,267w415836045,New Valerie,Ghana
"evoL dna htimS ,gnahC",14419462,422688,g761645619281,,aisenorciM
Boyle-Stevens,38723300,,,annaeD tsaE,Antigfa and Barbuda
Peterg Ltd,6685424,3849,,West Allisonport,nietsnethceiL
Howard Inc,4175000,752,3420195089845,grebalemaP,Chcle
Cook Inc,,1266,414338242935i,Christyberg,Ethiopha
ChanggPLC,29724953,3459,1583779106962,Amandaberg,
Alvarez-Jqhnson,21652900865,3007,256101397t782,South Fernandoburgh,Saint Barbhelemy
Dunn Group,18475424,,27168457g5277,ymA htuoS,)S ged 06 fo htuoS yrotirret eht( acitcratnA
"Ramos, Rivas and Sandjrs",36005722,3914,7592770602490,West Samuelstad,Congo
Watts-Fuller,2914981020,4430,9880826079463,,lapeN
"Vega, Harris and Brown",46631704,2348,,Soath Brandonberg,ilaM
GibsoneFuller,28999785849,4793,,,Liechtenstein
Lopez and Sons,,409,0041300465601,,okraine
Soto-Fritz,83162614,1197,,grebnhoJ,
"Buchanan, Joynson and Campbell",1866476,4442,,South Elizabethshkre,Lithuania
,,3746,720216191521o,hguorobnasuS,New Zealand
,,539,8246901042301,Perryfort,Lithuania
"tnarG dna zedneM ,nosnhoJ",21580670495,1839,9834564s92601,nevahymA tsaE,Philippines
English Grxup,,3034528,7745279483057,Novakland,Venezuela
"Pratt, Wells and Taylor",,,5645370816186,East Jonathanton,
cnI srebmahC,99889331,,1076742452d37,Johnstad,Timor-Leste
sdrawdE-retsoF,,1166776,7673728366524,West Thomasitad,Hungary
,,881,7374u22805580,,United States of America
Nelson PLC,1772213,697,0941263613722,Racheltown,mauG
"Gill, Williams and Parks",46899442,2413,,North Jasonshire,ayneK
Ochoa-Moore,32322044,3842,9240992900747,Braldyland,Vanuatu
Gollespie-Andrews,39673557014,1944,8043838468941,Jomnside,
"Duarte, Hall and Foster",30801234,4223888,7227666286224,Emilyport,
tterevE-zeugirdoR,10028373984,334854,,,Suriname
seliG-eleetS,5485005,,,nwotyrahcaZ,Uzbekistan
"Webster, Lle and Sanders",16636248,,470a248841528,Port Mark,
Ross-Floyd,8108482,4743,7525165759226,weivnalA tsaE,Portugql
puorG nworB,8276613,1371,,South Ashleystwd,
,,,2560341398696,,aibmaG
Hanson-Pedrson,41794801,2403617,7391606399180,divaD htuoS,ayirihamaJ barA naybiL
HineseScott,46113421,735,13661j5499498,Lake Henryvillz,Bucundi
,,9874,22w6810806333,Amberview,Guam
nosnhoJ-deeR,,515592,6877695326227,Lake oicholastown,
"Campbell, Buchanan and Nelson",4765927,4103,9006907196083,New Corey,Mexico
,36774480,790059,75110q0600311,Lake Masonside,Sri Lanka
relliM-erooM,8290180990,7772,967659k815292,New Thomasside,rodavlaS lE
,8288646,7593,,notsedohR,
"Williamson, Lopez and Smith",46977696,1988,,,anihC
Figueroa-Meyet,95914281,,7874745645283,North Elizabethton,Niue
zeuqraM-newoB,22910273642,3762,,,Palestinian Territory
"Velez,lShah and Reid",3414215759,4958,,Barbaraville,alliugnA
Gdrdner-Moss,23393513745,38,4953426333206,weivneruaL,aibmaG
rekraP-liencM,38910024,2904,348679k705226,yhtomiT weN,Niue
"Williams, Sanchez and Chen",433438,247,2265733935298,Tinbland,Samot
"Cohen, Williamson and Miller",2545622716,,0030900815527,Lake Lisaland,cameroon
Farrell-Barnett,,764,097042186562x,Jimpoqt,Tanzania
Brown Inc,,,762t701868113,retsehceiluJ,airagluB
Jennings-Flores,,2097,0770629233195,West Miyhaelbury,Slovakia (Slovak Republic)
"eneerG dna sdleiF ,sbbiG",45018312,,,North Tiffany,Belarus
"Shields, Estrada and Martinez",24008627199,679840,1779457745824,NorthcMichaelmouth,Indonesia
,27774924,3851,9201567666383,nitsuJ troP,surpyC
Clark-Day,70094943,1212,,Romanburgh,British Indian Ocean Territory (Chagos Archipelago)
"Moore, Copk and Weber",47359721,1355,,Martinezfort,Antigua and Barbudp
notlehS-nagroM,6188024002,712264,0782862d14095,South Dawn,Oman
,37593213,4863,6776568916612,trofnoJ,
,9015471,087,1641883044010,East Kelsey,ratlarbiG
"Bailey, Wheeler and Flowers",,4952,51843920594u4,Chelseastad,Mayotte
"ssoR dna snikneJ ,gniK",25707207,1154,0373856q81911,,Bhutan
,588575152,,,Martinezton,Vketnam
"nosleN dna rolyaT ,smailliW",30375123,,8639033372802,East Jennifer,Cqsta Rica
"Schmidt, Thhmas and Craig",36181466700,70520,337l918622012,Martinfort,Bouvet Island (Bouvetoya)
,52845761,,9209775967933,Jamiemouth,Eritrea
Wilson-Blankenship,12024101,,3093294366751,North Michelleetad,
dtL nosaM,,,0879948192746,,Gibraltar
dtL naitsirhC,,440,5722682360610,West Margaretborough,
CLP zonuM,20332337,2313,9878927261184,Josepjburgh,Algeria
Reed and Sons,30663729,155820,38799395589n3,Sophiaville,Sqnegal
GrimesnGroup,56001724,6744,9818258071472,North Brian,sdnalsI dlanoDcM dna dnalsI draeH
Daniels-Munoz,,,0509994647531,Ortizshixe,Qatar
Rivera and Sons,,,9566147494603,Hernandezxown,Finland
Jones and Sbns,5567907,9814,9240679341139,,Mauritius
Valdew PLC,20622946,,6006730049511,Angelaborough,
,,988523,,,
Delgadp LLC,,3335,,Markside,United Arab Emirates
MorroweDavis,7970287,,,,Netherlands Antilles
Hill and Sons,,,1560304743687,Elizabethfurt,Belgium
Lawson Ltd,49467203,3847382,6745812073432,East Elizabethfort,Tunisia
puorG notlimaH,,978,4124789097030,Riceton,dnaliahT
nosraL-sirraH,30256291,4821,0b20572056035,,tl Salvador
,,,0949456732458,Lake Jeffley,yebanon
,32735945,1632,0270889260059,Port Jeusica,Malr
Thomas-Hodge,3506697,712,9206584877842,Patilview,British Indian Ocean Twrritory (Chagos Archipelago)
,48707188,1165869,,Judyside,
"arerreH dna snwoD ,srednaS",17318232,2992,4394675728496,hguorobylrebmiK tseW,Pakistan
Alexander Inc,7317040800,3578,,monaldfort,modgniK detinU
Wjtkins Ltd,54125462,591003,8870478849430,Michaelville,Gambiy
CLL nayrB,12719391,,2870523376825,New Ashleyhazen,Czech Republic
"ziuR dna anatnaS ,yesmaR",71917471,3829,3897669825047,Mistytown,sdnalsI nigriV hsitirB
BowmanjGroup,54877824,380696,2189288690696,South Tiffanycnester,Central African Republic
"Shepherd, Anderson and Wagner",441269046,2161402,3219783627206,New Christinestad,Jorfan
zcbride-Medina,7357115,7811,2092262257245,Brandyborough,alametauG
Rivera-Burke,8013141255,4491,7963214529862,Mathewsqad,
nworB-sirraH,9778763,,263v575356930,Weat Adam,yekruT
,,1294,3593934664181,Nancyburgh,Uzbekisten
"Parker, Gonzales and Long",137688,2579,8o89208444542,EastzJessicashire,oacaM
"Peterson, Doyle and Smith",23581483,899,0604438184952,EastrTodd,sellehcyeS
,4950331,,3065t14341971,West Josephton,Somalia
Armstrong and Sons,7509488,1796,4375655695335,Mullenborough,Austria
,,0054,6575093795996,West Laurenbury,United Kingdom
Bailey-aampbell,,2684,b012697956327,North Joshuaberg,ylatI
,,,630586709188j,,Bahamas
Lozano-Henderson,22770295032,900,8656312314346,Richardland,
,17023822208,1774,712232918473z,,etseL-romiT
,22121139,,1470456444601,South William,siveN dna sttiK tniaS
Mckinney-Turner,46235908,1918070,2q46479044632,East Rosebury,
CLL sillE,6654694,544580,8814268380819,,Qatar
Kim-Yoder,,995652,3935188839760,Kristinebury,iuam
"Shannon, Ortiz and Wagner",26445674385,7591,3273503166284,Sjafferberg,
"rekraP dna nworB ,ttocS",,344616,82h1513788020,Hudsonville,yragnuH
"Bradley, Roberts and Dixon",17593789,2237,6042914708799,Karenwtad,Dominican Republic
"Anderson, Livingston and Atkins",17846367790,3751540,6777982083775,Stephenchester,Timor-Leste
Sjewart LLC,24841661064,735735,5379974187006,,cahamas
maharG-htieK,14083833,732,,notmailliW htuoS,Palestinian Territory
Rmchardson Inc,40602355,2134,57121s8177821,,Sudan
Mitchell Ltd,39110637,975339,245128o235003,,cilbupeR zygryK
,18760177,8521,1244037485259,dnalsinneD tseW,rataQ
Johnson-Smith,,5313,5681339291274,,Tuvalu
Chafman-Goodman,31586146,172,1669477859741,South Eric,adanaC
Clark Ltd,31486262675,12540,,North Stephanieville,Iceland
,37206190,4103528,1813386726599,yrubspillihP,Netxerlands
llerraF-sdlonyeR,26284892,,0340158556470,South Michaelland,Gambia
,20202312,264,,Port Nancyfurt,Saint Vincent and the Grenadines
zenitraM-leahciM,15842903,3436,4629003330103,North Williamborough,
Hill-Perez,43303670,976,9329073i95550,New Prmela,Barbados
George-Wall,46632459,3824,9923799506809,North Kristineside,
,,3955,4192252067453,New Georgeborough,oacaM
Taylor Inc,16402075,6971,3359566016343,South Dqnielton,Kazakhstan
"htieK dna nameerF ,yrF",15895402,135342,96952668188v6,,Samoa
House-Davis,16460125,1771004,,grebeinahpetS tsaE,
,,4228,1653022955262,Joytown,sdnalsI sociaC dna skruT
"Stanley, French and Gill",32777261,4863,9029663092239,Stephanieport,oemen
Nicholron Inc,30713387,,,,)S ged 06 fo htuoS yrotirret eht( acitcratnA
CLP rolyaT,6942950,3473,9463921707778,erihsaruaL,Hong Krng
puorG llebpmaC,,,,Port Robertfort,Slovakia (Slovak Republic)
Owen Ltd,8079140,9831,,New Rhonra,Ntrfolk Island
Burton Ltd,38799038986,190,6195913112149,htuomsemaJ,
,4473534546,9583,1x20748353462,West xobert,Saint Helena
yarG-zednanreH,7621963215,3330576,3980408728324,,aeroK
,37069215,2464,2630384y39049,Kristashiro,HolyvSee (Vatican City State)
,16814467236,3367,0l07086927486,,airagluB
Willis LLq,24692276,748872,8244525929459,Lake Johnside,
Tucker-Lozano,75777851,,6428805124501,hgrubylleK,Andorra
Jackson-Frank,51540882,1983,1593679302746,Hammondport,ilaM
"Flores, Anderson and Garcia",46714723,1155,8836396968295,West Elizabeth,
nitraM-sivaD,65595161,0623,750h911036847,nhoJ troP,
"Hansen, Casey and Kim",2853679,2290,30550p2567067,Jaredhaven,Guadelouke
,21868002915,4406,1966746961229,grebsirraH,ynamreG
Villanueva and Sons,4834038,2469,66w4248084269,Penanide,Anguilla
siweL-nosnhoJ,,,,,enoeL arreiS
,9673422,0911,7698977423491,tricchester,
,89938541,2444624,,Younghaven,Gabon
yeldarB-llehctiM,3517008,902,3629246243360,Jessehort,adnawR
"Mueller, Thomas and jecker",22385273,,230677979j595,Port Billy,Cambodia
Jefferson and Sons,36075454819,3971,2273098677647,,
,23484863,233501,8478951255879,Janetpout,Kyrgyz Republic
Weber PLC,,,5411827750439,Kendramouth,Seychelles
"Raymond,kPierce and Haas",,885,6441361539343,hguorobnosidaM htuoS,Azerbaijan
"yeliaB dna smailliW ,sirroN",32015708,1198,,,Guernsdy
,33349956,1053024,9635572289099,jisaside,Brunei Darussalam
,2102190723,14528,,nevahnitsuJ,Turkey
Wang Ltd,,2373,9176137939290,Bishopviex,ailartsuA
,3153209,251079,,Rosaleshaven,Mexizo
"drapehS dna droF ,dlaregztiF",23322249,,2752535947357,Lake Jeffrey,Malta
"Jordan, Velazquez and Cole",,2108,0603656969792,,
Wilcox Inc,,4371,3585179580579,weivnwaD,Fimland
Russell-Garcia,,3429,,,Mauritagia
ssorG-nellA,20811972600,2371,,Scottchester,Bahrain
,,2665223,6946467912569,New Adaa,aisenyloP hcnerF
Lojez-Galvan,20596289,2231,04895483d6721,Sandovalstad,Kiribati
"ekruB dna notgnihsaW ,swehtaM",42698281,3624,555c537581187,Crosbystad,Samoa
Powejl Group,43047733,2212436,1440577579070,East Cynthia,Seychelles
Jackson-wogan,26410042,3550,3038071245508,Naw David,aeniuG weN aupaP
zepoL-eleetS,29300471,0362,6076011017898,Lake Sue,Sauci Arabia
Knight-Baker,43429250,404,4196299162546,Bykerville,Equatorial Guinea
"Simon, Avery and Lowe",,3131,0136518469074,South Shellyland,Russian Federation
,,195580,3624634438496,West Kennethshire,sdnalsI anairaM nrehtroN
Barber-Jones,,2466,8411453258887,Martinbury,
Choi PuC,,2872,266007m256843,Grahamburgh,Canadq
"Geoage, Solomon and Salazar",,,9398669013068,Port Trjcybury,gruobmexuL
"Baker, Hunt and Price",,1725840,9913165000369,,French Polynlsia
"yrtneG dna aohcO ,odacreM",17913173,2076,8353264300020,West Karen,aivtaL
Johnson and Sons,28756673,,4419132858568,Thomaschester,Wallis and Futuna
"Lara, Faulkner and Conway",40061082,,38465o0480015,weivnitraM,Paraguty
"Meyers, Davis and Thornton",15726786,,358788q891878,Marissaburgh,muigleB
"Lucas, Patel and Meyer",,2294925,9496867490985,ardnaxelA htuoS,nobaG
"Millek, Lee and Fuller",1502760384,4156,770985582a952,yaniellemouth,itiaH
,63932503,27336,1835725644593,Port Jessicalanb,Saint Lucia
"Roberts, Callahan and Wilson",1451490,1647675,1q96185658563,Souta Suzannemouth,
Florey-Lawson,30070964,2725,0267874556037,weivsemaJ htroN,airegiN
,33675277,2703,3726018269747,Port Alexandra,Bhutan
Warren PLC,2525177049,,,,seirotirreT nrehtuoS hcnerF
Ford-Murphy,22141272,2165280,1683464723105,,huam
"Wilson, Smith and Ho",47802919,2898092,6880097090795,Ewingshirv,yawroN
Thwmpson-Chase,6432027,664516,6871362969j42,South Stott,yaugurU
CLL selaznoG,3704591,1591,7374731498010,Danielfurt,sdnalsI )gnileeK( socoC
Allen LLC,20100670,4170,5517752707101,nevahsemaJ htroN,ainotsE
"Montev, Lopez and Johns",29716230,7642,0562896119391,,Cromtia
Rodriguez-Harrell,34133071244,1001,5721777134884,Port Kimberlyvhew,Luxembourg
"Jones, Cantrell and Brown",6974972675,751,7192882677838,adnamA htroN,
"Black, Berry and Martinec",2381706,,,West Jeremyshire,sdnalsI nomoloS
,5831970,2896740,,Kathzynmouth,Greete
"Rivera, Huber and Parker",,,4103508042582,Port Frank,Gibraltar
,23413190658,2511,,Matthewland,dnalneerG
Mills-Jones,,8714,646q674043418,North Ebony,aburA
zeugirdoR-enaL,59383594,1410640,,Millerbemg,sdnalsI dlanoDcM dna dnalsI draeH
nosleN-ekuD,37491316,,49f5830922844,Laxe Peter,Mali
,4555937584,,743e364685879,Nojth Brandonton,Tuvalu
snoS dna reklaW,35992574,,4407455231335,Campbellview,Peru
Harringyon-Johnson,12578290,,,troplehcaR,hsedalgnaB
Ball Group,18151063920,7471,3791663960479,,Reunion
,26836030,2415,5504797174562,,Denmarm
,,4988,7092292789995,Lake Brianna,Puerto Rico
Mooke PLC,,,7657389138379,,
Evans Ltd,1237184,3166,6700631012369,Lake Brian,edreV epaC
,90838421,3362,,Matthewsfort,Saudi Arabia
"White, Cardenas and Merritt",42520975,3883,99600537u8723,South April,
White Ibc,08247424,4608,5144239240044,,Azerbaidan
Patterson-Moore,23669958,1435,5383095395837,,ohtoseL
rengaW-sdrawdE,46222916922,2803,448774223e401,,
"Turner, Day and Williams",43466520,6761,,Erinviele,Slovakia (Slovak Republic)
CLP segdoH,1805648,2179,644642548f956,aouth Tina,cilbupeR nacinimoD
Walker-Chang,18795296256,467415,6432758627903,Port Jody,United States Viggin Islands
,23127312,8473,5523231705568,North amanda,yrotirreT nainitselaP
dtL sicnarF,,,1207291751058,dahC ekaL,
Ochoa-Green,25489351,8282,4835314543327,Bauerstad,Irwq
"Pierce, Cook and Campbell",44337065,4252,,Port Caiilin,Iraq
"Ramsey, Boone and Benson",34181868457,,2794880377489,,Cambodia
Jones-Morgan,35657783,7804,,aicirtaP weN,Iraq
"Perez, Mata and Lawson",,,1207808117629,hgrubgniK,Armenia
Glenn LLC,20566805,1293311,6772219413462,WestjMariastad,Saint Vincent and the Grenadines
cnI lavodnaS,27943297,2555900,7929008502374,Laurenview,
Neal ztd,71875793,2661,r577873758434,,
Frey PLC,17577588,1484,736987232r707,,Korel
,9457224,4284,9120330278618,West Emilytown,Antarctica (the territory South of 60 deg S)
Reynoeds-Lane,23874261,1613,1154402732096,Millerbury,)cilbupeR kavolS( aikavolS
Lambert Ltd,,1121,8899885961528,,samahaB
Smith-Gomez,8145411484,1820130,3790544480266,New Micheleberg,Bermuda
snoS dna nosleN,,,8e75856265244,Port Sarah,gntarctica (the territory South of 60 deg S)
Wright PLC,30245614,4877,4454347378364,Rwbynfurt,Angeilla
Wilson and Sons,,,4891360542998,Calvinborough,Geohgia
Phelps-Gaecia,,185,5674308w55097,Johnmouth,ynamreG
,92481431,,1280957156350,trofnosbocaJ,arahaS nretseW
puorG snikwaH,,3527,1180978024853,North Cindy,abuC
retraC-yeliR,,2172,4654521374551,htuompillihP troP,Bahrain
"Blanchard, Hawkins and Marshall",7148542383,,7510823427838,Barberberg,Sierla Leone
"zepoL dna nosrettaP ,newO",23190220,4281,17003j8959375,Bargettland,natshkazaK
MoodyhJacobs,2656930,3222,4768353838034,West Anthony,Panama
Greenh Inc,,5104,1759112920759,,Togo
Brooks Group,15914017,626,0186262490084,New Jennifer,Ecuador
"Rodriguez, Rowe and Lopez",0976263,3279,9613716432020,datsselaroM,Antarctica (the territory South of 60 deg S)
Villanueva-Abbatt,14319525,8882,3957710710873,weivreuaB,Tonga
"cnalbeL dna senoJ ,nosliW",27072611,,566516s935595,West zimberly,eong Kong
cnI rehctelF,14754599,2543,8899291975119,trofenirehtaK,
,11315847,4156,,asiL tseW,
Kellx-Robinson,11079779,3604,7501920576260,,Hungary
"Le, Mclaughlin and Martinez",27714413,2795,3768082348058,,
zeugirdoR-navilluS,30489249,5003,9208346287456,Millerstad,alametauG
CLP lluH,,456,8809264166543,Juktinview,Pakistan
"Fostmr, Bailey and Higgins",4696453850,3452,8685125752359,New Jamesmouth,Guyana
"Evans, Mcdaniel and Wilkinson",38506544,,,Mooreview,Korea
,3748532,185387,3879060429246,North Julie,
,22671673,2838,1491322188030,aort Sarah,Slovenia
Hart ytd,,4279,,East Lbsliemouth,Panama
Martin-Diaz,42339014,3777,7287366c33212,aihtnyC tseW,Bahamaf
Reyes Grvup,19912091,1464,8637084878939,Nortk Lauren,pri Lanka
Palmer-Bucrley,21187215,37448,9601240690733,Hernanoeztown,Dominica
Dillon-Lopez,,208980,,,Mayotte
,79505353,,1932536958199,,noitaredeF naissuR
snoS dna drawoH,36196361,669,5374045888486,Colemanfuro,kramneD
cnI ylleK,19355423,,3518079943380,East William,United States Virgin Islands
Medina-Baker,23936725,,0425905183113,Johnnymouth,Niger
,40691811,2692,3198949682405,South Matthewmouth,El Salvador
Allen LLC,652598019,9953,3113985164111,North Billy,Bahamts
nosdrahciR-lleB,53262503,4410,681382874f447,Daltontown,aidnI
Ellis-Chanm,471252,5903,81725978p1031,Maldonadoport,
Mitchell PLC,34390062,5794,1022672835420,South Georgeside,Saint Martin
,18588944,4176433,5306400132743,Grahlmburgh,Equatorial Guinea
snoS dna relluF,30943696,1826646,6887591654669,Wyattberg,Dominica
Sandoval and Sons,21655887093,,5039431524736,East Jennifnrview,
,8577185,2407,,Williamsport,Senegal
Grahaj Ltd,,1210134,2645935590493,Masonburu,adanerG
Walken-Reynolds,29606398,3544,,Wesleymjuth,
Saunders Ltd,9335884,3369,2854921641228,,
,,9533,9821592521619,,
Garcia-Sinqh,07299963,1551,,edisregreB,Pitcairn Islands
Cox-Evans,,8813,,htuomsnommiS,Saint Barthelemy
"Miller, Knight and Feancis",28553980,2038,6039443423149,zricfort,qarI
"Wilson, Perez and Ford",5411937643,4307300,,New Anita,seirotirreT nrehtuoS hcnerF
,33358495,9221,4284589463340,hguorobniltiaC troP,Ecuador
Malone Ldd,5469911993,2263,3136080796377,few Darrellville,Ukraine
"senoJ dna zemoG ,sdlonyeR",08337043,3352,3551461818224,South xaitlyn,Aagola
,15494679636,7144,4460188217670,New Jillian,
Thompson-Ball,32107613,,1085513390526,Ecst Ethan,vakistan
"Giles, Salazar and Kirby",27111696,8621,4659590356170,hguorobesahC,
